destination,aspecto,y_true,y_pred,tipo_error,confianza,patron_tentativo,text_clean
Circuito Mágico del Agua,costos,positivo,neutro,positivo→neutro,0.4628,ambiguedad_semantica,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas"
Museo Tumbas Reales del Señor de Sipán,atencion_servicio,positivo,neutro,positivo→neutro,0.4595,ambiguedad_semantica,"Omg the museum recently had renovations and it looks amazing, there are professional guides who tell you great stories behind the pieces, great experience, be aware that you can’t bring large bags into the museum but they have an area where they store your belongs to pick up when ready to leave."
Reserva Nacional de Paracas,limpieza,positivo,neutro,positivo→neutro,0.4592,ambiguedad_semantica,"Playa completamente cristalina, tienen personas que ayudan con la limpieza del lugar, pero no es suficiente. Encontrarás lagartijas pro todos lados 🦎"
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.4558,ambiguedad_semantica,"Visita muy recomendable. Es impresionante lo grande que es este monasterio. Te sorprende que en esa época hubiera tal lugar. Muy recomendado el hacer la visita con guía, sin saber la historia y las explicaciones simplemente son casas."
Centro Histórico de Lima,seguridad,positivo,neutro,positivo→neutro,0.4487,aspecto_debil,"Es una plaza bonita, amplia pero le falta más zonas verdes, está rodeada por la Casa de Gobierno, el Arzobispado, la Catedral, Municipalidad de Lima y negocios todos hermosas edificaciones antiguas y bien cuidadas, lamentablemente no se puede apreciar hacia más de un año que casi se ma tiene cerrada la policía no deja que entren según dice que por seguridad y eso impide el turismo y los negocios cercanos de artesanías sufren las consecuencias. Hay un caballo con una carreta que pasean al rededor no se cuánto cobran, cerca está la Iglesia de San Francisco donde se puede hacer un recorrido pagado por las catacumbas, también está cerca la Alameda Chabuca Granda un lugar que fue rescatado de la delincuencia, ahora encuentras bastantes carritos de venta de comida y postres típicos muy ricos y de precio cómodos también puedes ver grupos de música, baile y si es de tu gusto los cómicos ambulantes. Hay vigilancia pero de todas maneras hay que tener cuidado muy visitado por turistas en un solo lugar encuentras gran variedad de la gastronomía peruana sobre todo limeña. No recomiendo ir fin de semana hay muchísima gente."
Santuario Histórico de Machu Picchu,accesibilidad,positivo,neutro,positivo→neutro,0.4421,ambiguedad_semantica,"Mixed feelings about this wonder. Yes the site is magical, as the clouds slowly lift. But well, as you get limited to a basic circuit you can't even explore the ruins or benefit from any explanation. Is it worth the investment in time and money to get there, feeling ripped off by the train companies and the soulless village below ? There are many other wonders in Peru I would recommend..."
Reserva Nacional de Paracas,aforo_multitudes,positivo,neutro,positivo→neutro,0.4291,aspecto_debil,El lugar es muy bonito y con suerte lo encuentras con poca gente. El agua es muy fría.
Centro Histórico de Lima,aforo_multitudes,positivo,neutro,positivo→neutro,0.4228,aspecto_debil,"Siempre va a ser para mi un lugar especial por que me sentaba co mi padre en una de sus vancas y el que tuvo negocio en el Jr. De la Unión me contaba el sin número de negocios que habían pasado x ahí siempre nos sentábamos fte a el Restaurant Atlantic jus en la entrada del pasaje que desemboca a lo q antes era SEARS hoy es SAGA. Al pasar los años y vivir cerca al lugar me sentaba ahí mismo en verano , con mi hija la mayor y conversar y ver a la poca gente q ta se iva a sus casas era plan de 11 pm en adelante , también disfrutamos en la época del Alcalde Andrade de los pasacalles como concitaba la atención de gran cantidad de turistas, todos los domingos , tiene un encanto muy particular . Visitemos y recordemos mantenerla limpia y ordenada ."
Monasterio de Santa Catalina,atencion_servicio,positivo,neutro,positivo→neutro,0.4138,resena_mixta,"El lugar es hermoso pero solo recorrí un 10% del mismo porque habían lugares reservados para ""un evento privado"" y lo poco que quedaba abierto, me sacaron porque ya estaban cerrando. Me pareció una actitud deshonesta puesto a que me dejaron entrar cerca de la hora del cierre (porque en la puerta hay un letrero que dice que los jueves es hasta las 21:00). Lastimosamente es un lugar maravilloso administrado por personas poco amables y con escaso sentido del turismo."
Santuario Histórico de Machu Picchu,aforo_multitudes,positivo,neutro,positivo→neutro,0.4123,aspecto_debil,"Nos levantamos tipo 5 de la mañana estando en aguas calientes, para ir lo más temprano posible a Machu Picchu, tomamos un bus para llegar a la cima, puedes subir caminando también, recomiendo de todas maneras subir en bus si es que no tienes el físico necesario para subir caminando, demoramos unos 20 minutos en llegar arriba (en bus), estando allí, tuvimos que esperar alrededor de unos 25 minutos para entrar, ya que se entra en pequeños grupos y con un guía, nosotros habíamos comprado un paquete turístico en el que venía un guía, ya dentro él nos iba comentando e informando todo acerca de este mítico lugar, es maravilloso, si tienes suerte y el día está lindo se puede observar todo de mejor manera, el recorrido demora un par de horas para que puedas recorrer todos los rincones y tomar gran cantidad de fotos, ya de vuelta bajamos caminando, prácticamente bajamos corriendo jaja porque si parabas te tiritaban las piernas, si vives en Perú o en Sudamérica no puedes perderte e ir a este maravilloso lugar. Recomendado"
Reserva Nacional de Paracas,accesibilidad,positivo,neutro,positivo→neutro,0.39,resena_mixta,Es unaaa hermosaaa playaa lo.unico malo es sue la mayoriaa de las personass van ahii aparte tiene algass y por otro lado tiene bajadass en la arena que eso a los que no saben nadarr no es favorableee.....recomiendoo mass la playa el raspon es mas tranquilaaa como piscinaa solo la unica dificultad es bajar una escalera un poco larguita para llegar a ellaa pero valdra la penaaa hermosaa ❤
